gene_id	RCC_115	RCC_90	RCC_41	RCC_73	RCC_105	PD_007T	PD_011T	PD_012T	PD_018T	PD_019T	PD_020T	PD_022T	PD_024T	PD_026T	RCC_14	RCC_93	RCC_96	RCC_102	RCC_117	RCC_106	RCC_18	RCC_21	RCC_50	RCC_27	PD_005T	PD_010T	PD_013T	PD_014T	PD_015T	PD_021T	PD_023T	PD_025T	RCC_99
RAB37	4.34	2.98	13.19	0.27	1.66	1.59	4.88	5.37	3.64	0.36	7.76	6.67	18.94	0.32	12.12	2.51	24.41	10.89	18.64	5.04	3.92	0.98	3.61	5.65	2.92	2.35	1.35	5	1.98	5.18	1.65	4.47	3.93
DCP2	13.37	3.34	7.3	8.56	11.9	27.01	64.49	31.85	36.13	24.85	26.01	37.41	68.7	43.49	6.71	7.84	12.34	5.87	6.17	10.64	6.1	5.78	9.62	10.8	26.39	42.31	23.21	42.1	32.81	62.72	37.03	41.89	2.52
SNX32	0.66	0	0.59	16.58	0.65	6.08	1.16	0.21	0.06	0.31	0.15	0.26	0.33	0.12	0.16	0.35	0.55	0.18	0.24	0.99	0	0	0	1.12	0.06	0.1	0.04	0.36	0.86	0.03	0.13	0.21	0.67
RPL38	1081.78	1783.01	1119.22	2447.92	2058.16	395.46	290.38	446.05	402.95	410.74	240.08	798.85	349.92	361.1	1202.9	777.38	1425.95	2059.13	1254.09	1478.2	653.47	2283.63	1740.45	803.18	398.14	317.98	338.22	462.86	383.18	745.65	475.11	324.19	1860.44
CYP7B1	4.77	0.95	17.79	0.8	4.96	14.56	18.61	37.78	19.26	5.15	2.89	6.49	16.32	5.51	8.33	13.12	7.68	2.02	2.18	15.69	5.31	2.25	6.93	6.88	28.43	5.33	25	7.13	18.54	23.19	8.75	29.47	0.19
OVOL1	1.82	0	0.91	0	0	0	1.17	0.04	0.06	0.01	0	0.12	0.05	0.78	0	0	0.4	0.73	0	0	0	0	0	0	0.13	0	0	0.09	0.55	0.15	0.4	0.01	0
RARG	7.35	0.39	4.38	13.93	3.32	3.26	2.07	2.4	1.39	1.42	0.7	2.61	1.02	2.43	2.18	13.57	21.86	15.09	10.96	37.72	6.46	8.82	5.56	13.19	0.86	0.99	2.12	3	1.26	1.22	3.09	2.37	1.73
CES4A	3.82	1.08	7.91	4.82	18.47	5.95	15.85	10.83	7.75	1.62	1.11	30.47	4.87	5.12	14.59	2.09	62.68	4.37	4.87	32.26	3.34	1.61	0.95	38.69	41.22	6.8	43.35	134.81	48.2	30.4	136.56	9.01	7.55
CES3	0	0.09	1.49	11.85	5.89	13.45	25.97	6.06	2.22	0.74	0.49	13.87	0.53	0.56	2.64	0.41	33.86	19.43	1.6	42.67	17.69	0.48	0.95	12.21	7.63	7.89	8.03	40.75	34.79	37.79	34.65	5.12	0.12
SSH3	15.35	1.35	4.21	4.8	29.25	3.56	12.03	4.62	11.63	13.59	3.43	7.23	16.62	7.26	3.96	4.16	14.33	10.38	12.13	15.13	2.02	30.45	10.2	8.61	3.23	6.31	4.29	8.57	8.9	6.5	10.68	7.35	14.31
CES2	25.56	2	31.99	13.24	26.93	17.48	76.74	19.68	30.94	11.48	8.63	70.82	21.02	20.7	26.7	30.38	131.1	51.91	44.95	38.99	82.6	32.65	9.92	47.75	83.85	5.49	69.3	146.73	141.34	80.39	27.07	14.56	16.55
PDP2	3.26	0.07	0.67	1.87	3.01	2.51	2.93	2.64	3.31	1.18	1.9	2.16	5.45	9.15	0.54	2.16	4.33	0.29	0.55	4.95	1.07	1.66	0.57	13.93	3.59	1.01	1.25	1.88	2.72	5.83	1.73	2.35	0.86
SP3	34.9	5.27	33.07	22.89	11.95	27.49	22.35	19.25	24.19	15.24	10.63	21.64	27.51	22.2	12.16	31.31	41.17	6.43	11.29	44.04	10.51	37.07	14.45	30.72	7.74	7.32	16.18	22.37	18.75	36.53	16.48	17.1	30.92
KRT2	0	0.12	0	0	0	0	0.08	0.4	0	0	0.13	0	0	0	0	0	0.28	0	0.48	0	0	0	0.5	0	0.13	0.05	0.02	0.04	0.18	0.86	0.01	0.03	0
DMXL1	17.66	4.61	11.73	7.58	6.74	30.2	91.03	42.63	62.85	23.64	25.03	37.82	63.8	43.55	5.77	11.09	23.91	2.54	10.7	20.22	7.23	9.52	4.46	24.17	35.93	42.69	25.02	57.48	37.11	120.46	38.97	44.05	6.07
METAP1D	7.6	1.15	3.81	3.07	2.45	4.8	3.17	1.94	3.48	1.83	1.67	2.37	5.19	3.03	0.98	3.61	8.24	2.73	2.75	7.26	1.98	3.39	18.84	3.47	0.9	1.14	2.2	2.76	5.9	9.17	2.1	2.01	5.59
ZNF621	3.37	0.65	4.35	1.91	1.42	12.23	15.43	12.58	14.37	7.63	8.24	9.53	16.69	29.56	0.56	1.26	4.85	1.06	2.3	7.2	1.22	2.62	1.11	7.99	7.47	9.09	8.75	16.82	9.25	14.49	11.34	12.47	2.09
EGFL7	17.72	1.83	1.73	55.72	7.88	20.62	13.76	8.77	3.89	1.42	1.7	10.39	1.75	8.9	11.83	12.48	69.71	99.54	33.83	34.27	4.56	5.14	21.04	28.06	1.46	5.41	6.65	15.71	9	5.27	16.8	11.17	1.09
NADSYN1	40.4	9.54	14.81	19.8	9.14	40.84	38.72	28.95	20	23.07	17.52	27.89	40.52	59.72	7.51	22.46	65.76	24.95	47.79	55.09	3.75	16.49	15.54	17.39	29.91	23.62	21.94	35.05	25.95	33.1	39.72	33.39	13.59
DHCR7	18.79	0.67	5.47	6.87	10.73	3.67	1.42	4.15	1.62	6.26	1.68	29.71	2.28	7.26	2.73	8.74	6.45	8.01	12.15	7.67	15.82	30.62	5.3	9.52	2.92	1.41	2.38	1.27	3.27	4.4	2.71	1.56	10.48
AQPEP	0.15	0	0	0.96	0	0.09	0.45	0.32	0.32	0.09	0.18	0.07	0.12	0.06	0.08	0	0	0.17	0	2.99	0	0	0	0.6	0.22	0.69	0.08	0.55	0.33	0.27	0.6	0.16	0
NBEA	5.38	0.15	0.83	0.9	4.82	10.45	19.04	6.91	42.8	4.27	1.7	8.37	6.69	29.57	0.7	1.32	9.11	1.25	3.1	5.65	0.29	2.55	1.83	3.33	19.46	11.57	16.03	30.69	14.01	7.76	7.01	20.49	2.48
RNASEH2C	20.09	68.09	6.48	20.37	18.95	18.73	12.26	11.98	9.36	5.85	5.62	12.15	10.76	14.95	17.34	9.06	21.99	65.69	22.7	16.63	11.37	13.59	35.77	16.62	9.64	7.87	5.28	9.18	8.99	17.58	13.39	10.87	17.6
MYEOV	0	14.95	0	89.69	0	6.89	10.51	1.3	8.98	0.88	0.68	1.18	0.46	0.05	6.91	0	0	0	19.69	0.35	2.85	2.49	19.83	37.79	27.97	28.05	0.08	0.08	0.97	19.73	0.08	7.45	56.01
ANKRD13D	24.11	5.55	2.75	7.13	8.84	10.95	16.81	7.39	9.87	8.15	9.88	9.45	27.99	11.94	7.48	10.88	20.02	8.45	26.08	16.92	1.56	17.95	3.87	11.67	4.05	6.56	6.76	10.85	5.24	9.97	14.14	14.82	9.11
MRGPRF	2.36	0	0.21	2.81	0	0.65	0.19	0.05	0.02	0.25	0.1	0.22	0.04	0.1	0	0.6	4.1	5.1	1.02	2.82	1.81	1.17	1.33	0	0.06	0.04	0.05	0.32	0.17	0.06	0.86	0.6	0
MYD88	22.48	1.52	40	17.97	16.1	30.47	51.78	37.22	37.67	17.72	30.77	29.23	49.31	17.84	28.09	23.95	22.39	10.46	25.56	22.87	14.45	31.1	27.19	30.14	27.35	18.69	31.66	52.98	36.04	45.72	29.78	43.12	12.65
MRGPRD	0	0	0	0	0	0	0.05	0.06	0.11	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0
OXSR1	11.45	1.46	12.44	14.18	9.52	12.77	20.12	12.47	20.6	11.26	6.5	12.41	22.72	17.05	6.87	11.39	14.52	4.96	7.24	15.93	2.87	11.9	6.58	12.83	8.1	10.37	12.11	20.53	16.21	21.73	11.86	15.46	7.99
SLC22A13	0	0	0	0	0	0.02	0.21	0.11	0.28	0.19	0.01	0.02	0.25	0.28	0.15	0	4.21	0.16	0	0	0	0	0	0	0.29	0.27	0.02	0.01	0.15	0.32	0.25	0.22	0
PHF8	13.97	0.75	5.67	3.21	4.11	10.7	16.93	12.5	8.16	9.48	6.27	10.1	22.5	18.88	3.25	7.25	11.13	2.52	4.46	10.02	4.47	3.49	5.69	5.3	7.6	5.42	7.75	12.57	7.82	14.37	11.33	7.44	1.06
LCLAT1	7.94	1.2	3.47	4.79	3.08	12.08	18.68	13.91	15.54	11.53	6.05	18.01	26.9	12.16	1.67	2.96	7.53	2.7	2.42	5.44	2.76	5.06	2.07	3.85	20.77	7.71	12.26	11.81	25.06	21.68	8.8	18.79	0.76
ADH6	1.94	0	3.62	0	0.82	2.08	2.06	1.3	2.09	0.79	0.76	0.58	1.33	0.19	5.09	3.8	8.26	2.82	4.18	2.67	204.71	0.37	0.42	0	1.54	0.14	0.65	2.35	1.91	1.88	0.4	0.36	4.04
XKR3	0	0	0	0	0	0	0.17	0.05	0.17	0.02	0.09	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0.01	0	0.06	0	0	0	0.57	0.01	0
FRG2C	0.26	0	0	0	0	0.32	0.6	0.05	0.1	0.02	0.06	0.06	0.22	0	0	0	0	0	0	0	0	0	0	0	0.13	0.18	0.01	0.27	0.12	0.01	0.05	0.1	0
KAT5	26.53	6.43	24.41	32.36	24.18	22.88	26.94	22.59	21.72	18.31	12.26	21.22	24.38	31.65	22.32	24.47	54.93	43.52	38.83	48.93	10.46	19.23	21.82	28.84	20.57	15.51	17.19	21.3	17.4	33.21	22.6	23.07	27.06
SH3RF3	2.11	0	0.44	11.08	1.3	20.52	4.78	15.55	3.76	1.53	1.03	2.66	7.05	1.98	0.91	5.04	27.91	6.74	5.39	7.2	0.92	2.7	2.08	10.49	1.85	3.02	3.66	6.13	3.6	3.3	8.24	25.38	0.37
GXYLT2	3.93	0.26	6.03	2.59	8.5	12.99	11.54	14.81	5.96	8.66	1	20.91	13.66	0.5	4.03	11.02	4.51	0.98	0	8.23	0.49	1.1	0.53	8.48	13.9	10.64	22.25	27.24	15.86	14.72	16.12	4.53	1.68
HPSE2	0	0	0	0	0	0	0	0.01	0.13	0.02	0.01	0.03	0	0.3	0	0.39	0	0	0	0.62	0	0.26	0	0	0	0.02	0.1	0.13	0.07	0.06	0.11	0.72	0
DCAKD	15.59	2.34	8.43	18.13	23.92	8.92	8.2	5.49	5.91	6.54	3.76	4.52	11.41	8.85	7.54	9.41	30.17	13.96	15.62	17.76	6.97	18.14	6.51	12.37	5.79	4.82	4.31	6.41	5.92	9.3	6.99	5.66	8.29
ARPP21	0	0	0	6	0.98	0.05	0.06	0.89	0	0	0.06	0	0	0.28	0	0	0	0	0	0	0.49	0	0	4.67	0.7	1.68	0	0.04	0.03	2.72	0.16	0.15	0
TADA2B	5.01	1.09	7.44	5.05	3.78	4.25	7.38	6.65	8.05	2.67	4.43	5.06	10.15	10.04	4.85	5.46	6.92	5.46	5.86	7.53	4.29	6.31	2.53	5.53	5.85	2.76	5.22	6.19	6.83	8.02	5.4	7.77	1.42
CCDC96	0.25	0	0.68	0	1.7	0.33	0.3	0.16	0.18	0.08	0.08	0.04	0.6	0.19	0.36	0.65	2.21	1.17	3	0.76	0	1.01	0.85	0.64	0.11	0.08	0.18	0.09	0.16	0.17	0.12	0.19	0.19
ADRBK1	23.84	1.56	26.82	21.98	10.88	41.24	86.62	42.82	55.83	26.89	37.69	36.21	178.44	37.47	19.61	36.39	38.75	27.01	49.78	59.63	8.76	19.84	22	24.17	27.87	25.15	36.73	71.87	38.22	49.18	59.88	79.79	30.18
RELA	27.92	4.51	19.66	29.19	21.33	13.97	14.22	10.29	14.27	13.11	6.25	9.43	19.85	12.99	23.97	28.23	56.69	48.62	45.6	55.87	13.74	51.49	25.15	19.26	10	9.18	15.1	12.21	10.44	19.93	13.9	12.98	22.16
EVC2	2.16	0	0.71	0.73	0.96	5.35	3.45	2.27	2.32	1.94	0.84	3.13	9.21	8.46	0.49	0	1.27	1.78	1.67	3.59	0.09	1.2	0.15	1.44	2.23	1.48	1.25	1.56	2.83	7.79	2.84	4.23	0
ZNF680	12.83	5.53	9.25	4.12	2.23	10.29	8.72	5.14	7.13	2.68	3.24	5.4	6.83	6.48	2.07	2.83	5.01	2.53	3.34	9.08	5.29	5.29	2.41	3.91	2.8	3.21	3.06	4.15	8.17	6.99	4.6	4.15	5.93
HECTD4	6.12	0.05	10.05	4.49	2.32	16.08	27.59	9.58	15.67	8.23	6.91	9.23	19.87	21.68	3.11	4.81	10.11	3.95	3.72	8.19	0.31	2.59	7.37	6.14	7.19	8.53	8.45	16.59	13.71	20.95	12.31	11.42	0.52
FAM222B	14.8	0.07	2.47	4.37	7.73	9.33	10.22	6.95	12.64	8.75	2.29	6.81	10.91	6.74	3.36	4.96	12.07	5.64	4.97	8.42	0.84	13.24	4.84	7.21	6.81	3.09	3.67	6.25	6.83	12.86	6.35	8.95	2.9
BNC2	4.01	0.52	6.12	2.71	2.49	9.51	16.4	19.28	45.53	35.04	21.76	30.88	47.74	14.82	1.47	3.07	8.35	1.93	1.62	4.54	0.51	2.99	0.59	4.42	11.76	8.81	15.89	25.01	25.83	39.95	15.28	22.88	2.99
DEC1	0	0	0	0.56	0	0	0	0	0	0.08	0	0	0	0	0	0.67	0	0	0.56	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
RXFP4	0	0.3	0	1.79	0	0.26	0.15	0.09	0.02	0.07	0.02	0.02	0.17	0.21	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0.07	0.09	0	0	0	0.04	0
HPSE	2.48	1.18	5.02	0.71	0.55	2.36	1.2	2.42	1.53	1.8	2.21	1.12	1.43	6.49	7.05	4.83	4.72	1.66	2.45	4.54	1.91	3.33	4.89	4.6	1.38	0.84	1.88	1.3	1.05	1.95	2.19	3.03	1.31
COQ2	8.47	5.01	8.17	12.72	8.01	3.2	2.53	3.34	2.18	2.38	1.65	1.49	3.41	5.2	7.15	17.2	3.08	9.89	11.51	7.91	2.71	4.53	5.86	7.15	2.85	0.59	1.6	1.3	1.62	2.16	2.06	2.64	5.22
C10orf131	0	0	0.45	0	0	0.89	2.18	0.7	1.34	0.4	0.58	0.44	0.71	0.47	0	0	0	0.75	0.54	0.76	0	0	0	1.28	1.19	0.39	0.82	0.99	1.42	1.74	2.59	1.01	0
CCDC63	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA6	4.1	2.95	2.66	4.35	5.78	0.79	4.88	5.63	6.42	2.07	5.31	1.81	10.04	8.3	4.41	3.9	3.91	3.33	10.02	5.18	0.46	9.09	1.96	3.03	2.36	2.64	4.46	5.46	1.45	1.92	2.94	9.29	4.83
TRMT112	352.39	600.36	259.58	282.44	225.99	28.77	24.12	18.53	29.47	26.13	20.29	30.41	23.76	27.03	191.47	232.27	390.46	171.21	299.48	325.56	122.28	357.43	213.32	241.2	22.92	13.28	19.68	16.46	14.96	48.62	24.98	16.37	378.2
LRRN3	0	0	0.13	0.73	0.48	5.91	5.09	1.5	4.38	2.15	0.72	3.32	3.18	1.57	0.43	0.18	0	0.13	0.94	0.46	0	0.61	0.19	0	1.36	1.55	1.43	3.94	4.05	7.02	2.87	2.09	0.23
KDM2A	23.83	0.77	20.1	19.52	9.63	60.59	73.87	48.53	51.11	34.82	39.83	33.17	100.47	43.8	12.61	19.1	32.7	7.84	23.14	43.17	5.48	21.02	13.63	29.93	33.32	34.48	46.16	51.11	46.8	84.98	52.42	65.86	8.87
ACSM6	0	0	0	0	0	0.15	0.96	0.67	0.54	0.11	0.01	0.46	0.28	0.02	0	0	0	0	0	0	0	0	0	0	0.01	0.12	0.12	0.24	0.24	2.48	0.29	0.11	0
ADCK5	2.99	1.06	1.2	2.22	1.15	1.66	3.9	1.79	2.64	2.06	1.42	0.89	4.21	4.55	1.32	1.38	13.23	3.89	6.49	7.54	2.39	1.46	3.51	0.72	1.49	1.83	2.11	2.47	1.99	1.01	2.2	2.5	1.94
MRPL57	12.76	25.89	6.01	13.6	10.51	1.76	1.62	1.77	2.82	0.97	1.33	1.81	1.31	2.69	8.31	2.45	13.81	19.46	22.32	6.84	8.71	8.13	10.54	11	3.06	1.07	1.62	1.95	1.88	2.41	1.57	2.22	3.1
NOC3L	9.58	3.48	7.89	5.02	6.21	6.84	9.6	7.95	9.1	7.44	4.09	5.97	9.66	7.62	4.74	4.47	9.62	3.81	5.96	18	2.62	8.54	3.29	9.37	8.08	4.19	3.62	5.51	9.87	19.78	7.86	4.57	4.59
ESRRA	17.8	12.02	9.81	15.95	12.72	3.7	7.58	9	11.22	7.27	3.2	4.28	6.04	16.48	15.85	13.01	32.63	24.06	38.67	15.64	9.71	20.46	20.31	18.58	6.59	4.09	4.57	6.24	5.04	5.37	2.62	10.84	20.05
RHOD	15.66	6.79	3.09	12.76	4.28	6.76	1.88	4.94	6.43	2.56	3.29	9.02	7.52	5.05	6.63	2.21	5.78	23.86	7.31	3.46	11.49	3.39	16.28	8.89	10.61	0.7	3.99	6.11	6.01	8.94	6.29	6.74	0.43
ADAMTS20	0	0	0	0	0	0	0.01	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0	0.02	0.01	0
COMMD1	39.12	101.55	28.34	48.27	32.54	31.29	29.1	29.67	28.73	18.63	17.77	25.8	15.31	22.01	25.6	45.4	70.47	82.06	68.1	73.21	33.71	42.66	44.69	86.98	24.22	18.84	21.26	30.72	26.73	47.58	24.36	24.53	20.62
RAPH1	3.1	0.87	1.72	2.71	1.49	18.32	15.09	11.45	8.49	10.16	1.9	11	8.32	19.51	0.46	3.3	5.59	1.32	0.72	8.61	3.96	1.76	0	8.47	4.75	4.07	11.39	11.62	11.23	17.25	16.32	12.53	0.84
MTX1	75.88	49.71	31.15	32.53	55.26	37.72	31.26	29.87	35.9	25.37	17.02	24.18	33.03	31.49	25.09	28.85	44.67	68.55	60.46	36.28	21.61	64.99	36.89	58.31	45.4	18.58	26.03	23.41	25.37	51.79	18.65	35.92	39.78
ADCY5	5.95	0.11	7.17	30.81	0.25	2.48	27.75	13.51	7.86	0.39	0.44	10.55	2.65	53.03	2.8	0.5	44.88	10.3	9.33	20.96	1.45	0	2.04	31.39	19.09	11.89	0.61	9.39	6.66	44.9	9.75	15.53	0
PARP14	24	2.29	60.71	6.79	17.89	48.95	152.26	60.59	99.02	38.53	43.37	30.79	149.54	46.32	29.15	24.32	17.08	10.03	39.53	29.53	5.4	34.52	13.07	20.84	59.69	43.89	55.29	101.37	69.9	94.09	60.48	48.13	15.42
CYSLTR1	3.08	1.14	3.48	2.43	1.38	0.69	0.29	0.31	0.36	0.28	1.2	0.98	1.06	0.38	2.62	4.18	1.28	1.91	1.11	10.74	1.74	2.25	1.62	4.17	0.59	0.21	0.48	0.67	0.58	1.11	0.74	0.64	0.47
PARP15	2.04	0	0.5	0.25	0.39	2.28	7.86	2.4	3.43	3.27	8.09	1.51	21.4	4.08	1.56	0.43	3.76	0.7	1.93	5.15	0.09	0	0.5	0.85	1.73	2.15	2.85	6.52	2.01	3.27	4.55	4.8	0.45
CKS1B	92.87	197.03	63.06	106.82	35.65	34.37	17.99	13.35	21.06	21.68	9.03	13.9	24.4	10.51	25.55	45.41	81.14	51.51	78.79	63.35	29.73	106.27	105.83	75.04	17.8	21.66	15.25	16.24	18.84	36.24	18.37	13.25	153.92
ABCD2	0.31	0	0.56	0	0.07	0.08	0.59	0.07	0.17	0.1	1.05	0.2	1.3	0.12	0.28	0.4	0.29	0.06	0.26	1.17	0	0.16	0.45	0	0.06	0.22	0.11	0.37	0.08	0.28	0.19	0.13	0
AHSA2	133.25	1.3	9.52	3.72	2.57	22.34	39.24	31.74	26.04	19.72	16.73	12.96	47.69	18.63	3.38	6.39	68.58	12.13	41.19	35.81	0.81	7.99	2.51	4.17	22.55	24.26	21.01	32.75	33.56	43.84	25.65	26.58	4.08
ABLIM3	7.66	6.65	30.16	3.81	19.91	17	47.56	58.7	46.77	10.09	3.35	27.29	3.32	3.42	20.81	77.93	133.08	28.06	15.64	35.13	8.58	42.39	15.98	54.54	92.31	54.87	27.26	143.82	29.84	165.19	91.02	131.03	16.42
MAB21L3	0.16	0.09	3.4	0.52	0.13	0	0.81	6.98	0.44	0.09	0.09	0.81	0.28	5.02	0	0	0	0	3.92	0	0.12	0	0	0.81	40.76	6.37	0.13	0.13	0.77	1.82	0.04	0.38	0
ENSG00000173213	0	0	0	0	0	0.56	0	0	0.06	0.02	0.06	0.06	0	0.15	0	0	0	0	0	0	0	0	0	0	0.01	0	0.04	0.17	0	0.16	0	0	0
KIAA1919	4.91	0.55	3.14	0.45	1.11	2.59	11.18	3.68	6.96	0.89	3.8	3.71	10.34	2.2	1.06	1.04	1.12	1.16	0.54	1.47	0.38	1.31	1.22	0.62	2.64	2.97	2.04	6.87	6.95	4.69	3.08	5.47	0.87
VANGL1	3.17	0.31	4.62	2.69	2.06	10.84	12.37	10.37	9.19	3.51	2.33	8.05	19.03	5.18	1.83	5.54	4.6	3.97	2.72	6.75	2.39	6.62	4.57	6.76	7.87	4.87	6.02	8.19	9.01	14.29	7.82	9.77	4.1
GLRX	284.44	487.02	394.51	85.62	117.94	18.5	102.19	288.77	153.1	22.88	46.09	58.03	51.65	51.76	361.96	152.25	181.42	105.61	203.37	250.88	78.51	316.06	161.8	355.38	257.98	53.62	45.15	239.7	116.48	93.54	209.48	169.18	464.55
IQCB1	9.34	7.06	5.5	3.55	3.94	6.5	8.26	4.43	17.12	7.64	8.75	6.25	7.83	6.67	4.49	7.82	12.97	5.93	12.3	27.89	2.3	11.96	3.23	5.85	5.21	3.53	5.03	6.01	9.74	10.44	9.07	5.4	10.8
SYT12	1.01	0	0	1.21	3.44	0.1	0.71	0.19	0.39	0.48	0	1.1	3.62	0.03	0.24	0.84	0.1	3.07	1.49	0.82	4.12	1.81	0.38	1.67	0.16	0.06	1.75	0.62	4.6	0.16	2.36	0.7	1.64
GOLGB1	16.63	2.21	22.02	7.53	10.64	31.96	41.79	26.69	46.4	17.39	18.85	23.57	22.24	30.06	15.68	20.38	25	13.99	27.17	24.08	4.12	17.67	5.2	15.85	32.8	10.92	22.74	27.49	40.67	48.47	28.9	21.33	5.09
C11orf86	0	0	0	0	0	0.05	0.11	0	0.08	0	0	0	0	0	1.46	2.75	5.38	0	0	0.81	0	0	1.76	0	0.25	0	0.14	0.27	0	0	0	0.02	71.25
LIPM	0	0	0	0	0	0	0.03	0.03	0.17	0.18	0.46	0.03	0.13	0.19	0	0	0	0	0.44	0	0	0.41	0.45	0	0.01	0.01	0.02	0.02	0	0	0.16	0.13	0
GPR151	0	0	0	0	0	0.01	0.05	0.03	0	0	0.03	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.07	0	0	0	0.01	0
DMRT2	0	0	0	0	0	0.01	0	0.07	0	0.03	0.23	0.02	0	266.31	0	0	0.35	0.22	0.3	0.84	0	0.5	0	0	0	0	0.49	0.2	0	0.06	0.64	0.16	0.38
ZNF483	0.28	0	0.12	0	0.18	4.22	3.63	4.08	1.42	2.9	4.42	6.81	8.48	27.04	0	1.94	0.86	0.79	0.54	0.76	0	0	0	0.35	2.69	3.54	0.88	2.6	1.77	4.66	4.98	4.07	0
PLAC8L1	0	1.47	0	0	0	0.41	0.69	0.4	0.29	0.06	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.42	1.03	0.12	0.41	0.13	0.57	0.13	0.21	0
SLC2A14	0.35	0	0.31	0	0.58	1.48	0.08	0.08	0.55	0.88	0.7	0.13	1.49	0.02	0	0	0	0	0.48	0	0.23	0	0.17	0	0.57	0	0.98	3.7	1.96	1.25	1.2	0.04	0
GPR137	31.73	3.16	17.4	18.18	25.11	10.08	15.17	14.83	11.01	7.69	4.49	6.45	26.4	10.71	14.85	22.19	33.67	48.51	48.24	19.92	5.38	31.09	38.36	22.5	8.64	4.08	8.26	11.51	12.7	22.26	6.46	14.08	20.14
SNCG	58.82	148.88	213.18	11.79	5.67	3.89	56.08	4.27	3.98	2.47	0.52	7.14	5.99	3.56	120.48	29.33	4.36	144.29	708.07	47.35	15.03	6.46	235.32	6.25	1.39	6.11	28.68	5.29	6.37	6.6	6.79	6.34	71.12
MMRN2	14.28	0.19	12.05	30.73	3.95	9.12	8.05	5.2	4.69	2.41	0.86	10.11	7.2	4.38	4.71	16.97	13.94	29.45	12.64	44.57	6.07	6.61	18.93	28.37	2.63	3.03	5.46	8.99	6.31	4.43	8.7	5.67	0.55
MZT2A	67.45	100.51	21.6	30.17	75.11	46.69	64.77	61.35	68.58	45.94	23.37	47.96	62.29	17.66	78.57	26.69	55.86	178.85	66.95	22.31	36.92	117.39	143.99	69.67	58.67	16.16	21.8	62.44	65.58	62.08	27.71	62.76	74.91
TNKS	8.67	0.5	3.67	2.75	7.1	39.96	28.36	23.39	45.82	17.35	14.4	22.26	45.49	44.54	2.93	4.1	10.45	2.12	1.84	7.63	2.07	3.53	1.7	6.18	16.69	16.16	16.96	48.7	31.69	38.24	36.11	35.36	1.81
ZNF449	6.91	0.67	2.27	2.21	2.83	2.22	3.55	2.63	3.05	2.3	0.82	1.24	3.5	3.31	1.05	3.07	8.76	1.36	2.62	6.85	0.52	3.79	1.37	7.39	1.87	1.76	1.84	2.19	2.56	3.35	5.25	3.21	2.48
ZBTB21	2.72	0.52	2.67	1.38	1.72	12.08	9.39	6.22	3.76	4.67	2.8	4.93	5.27	10.99	2.21	3.27	4.9	1.11	3.59	3.58	1.02	3.34	0.89	2.88	6.88	4.83	7.25	6.37	4.92	11.52	4.42	4.75	0.42
PPP1R3B	8.82	1.98	8.59	17.16	13.17	21.4	13.48	32.35	48.8	16.29	12.94	25.18	18.33	3.96	15.4	11.13	39.86	11.18	5.29	24.67	21.78	8.16	6.45	25.13	35.33	19.29	16.32	43.12	26.79	29.71	8.27	44.21	29.64
OR10K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR148	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0
STOX2	2.01	0.1	1.44	0.45	1.12	6.46	10.43	5.13	8.52	2.61	1.23	5.5	10.13	8.11	0.3	0.81	2.83	0.65	0.85	1.7	0.37	1.32	1.56	1.16	5	4.15	3.32	7.1	7.13	17.1	5.89	7.18	0.28
MAP3K11	29.02	2	9.77	28.7	23.76	14.35	11.93	11.67	12.21	10.6	4.8	11.32	19.14	9.76	14.05	23.05	30.94	65.41	39.96	26.62	6.2	15.31	16.24	14.79	12.55	6.09	7.46	11.6	10.18	13.25	10.06	11.14	14.78
TRIB1	17.28	0.47	15.16	2.14	10.37	14.4	10.56	45.06	8.89	23.32	31.76	20.91	28.2	54.28	9.86	13.49	7.91	4.46	6.36	10.21	9.87	12.54	4.27	10.52	10.89	8.23	160.01	57.8	21.06	38.31	15.56	18.37	7
CST9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK7	0	0	0	0	0	0.13	0.69	0.09	0.08	0.71	0.5	0.1	0.49	0.26	0	0	0.6	3.65	0.47	0	0	0	0	0	0.11	0.17	0.38	0.49	0.11	0.12	0.32	0.23	0
SFT2D3	0	0	1.82	2.8	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0.4	0.22	2.35	4.37	0.34	0	0	0	0	0	0	0	0	0	0	0
